DHID,MIDX,MIDY,MIDZ,LENGTH,FROM,TO,GEOCOD,FE,SIO2,AL2O3,P,MN,LOI,S,TIO2,MGO,CAO,ACDENS,ASS_TO,LOI425,LOI650,ORE
RC17BS4B0581,529728.006,7501417.967,514.084,2,32,34,435,60.76,3.02,2.14,0.197,0.06,7.19,0.009,0.08,0.12,0.03,2.851,100.04,6.42,0.59,0
RC17BS4B0581,529728.07,7501417.652,512.11,2,34,36,435,61.48,3.85,1.73,0.216,0.03,5.82,0.006,0.05,0.07,0.02,2.843,100.02,5.2,0.5,0
RC17BS4B0581,529728.135,7501417.345,510.135,2,36,38,435,61.14,3.39,2.31,0.172,0.08,6.09,0.005,0.05,0.11,0.03,2.99,99.94,5.32,0.64,0
RC17BS4B0581,529728.199,7501417.038,508.159,2,38,40,435,61.19,4.33,1.33,0.197,0.02,6.14,0.002,0.05,0.07,0.02,2.778,99.94,5.56,0.45,0
RC17BS4B0583,529618.8,7502002.905,541.448,2,16,18,265,56.1,3.81,4.14,0.066,0.04,10.87,0.029,0.53,0.02,0.01,2.907,99.94,9.81,0.77,0
RC17BS4B0583,529618.802,7502002.9,539.448,2,18,20,265,55.09,4.33,4.33,0.048,0.01,11.58,0.038,0.62,0.03,0.01,3.054,99.95,10.55,0.71,0
RC17BS4B0583,529618.804,7502002.896,537.448,2,20,22,265,54.62,5.39,4.49,0.044,0.005,11.22,0.026,0.47,0.03,0.01,3.008,99.93,10.03,0.91,0
RC17BS4B0583,529618.807,7502002.892,535.448,2,22,24,265,50.42,8.58,6.77,0.053,0.005,11.41,0.017,0.76,0.05,0.01,3.035,99.92,9.49,1.63,0
RC17BS4B0583,529618.809,7502002.888,533.448,2,24,26,265,53.6,6.86,5.59,0.127,0.005,9.88,0.012,0.51,0.05,0.01,3.136,99.92,8.29,1.38,0
RC17BS4B0583,529618.806,7502002.881,531.448,2,26,28,265,51.13,9.44,6.57,0.167,0.005,9.71,0.008,0.61,0.06,0.02,3.067,99.99,7.85,1.66,0
RC17BS4B0583,529618.803,7502002.875,529.448,2,28,30,265,51.85,14.38,3.58,0.168,0.005,7.24,0.004,0.15,0.04,0.02,3.066,99.98,6.09,1.01,0
RC17BS4B0583,529618.799,7502002.869,527.448,2,30,32,265,55.99,10.46,2.49,0.151,0.005,6.39,0.007,0.09,0.05,0.01,3.047,99.97,5.63,0.61,0
RC17BS4B0583,529618.796,7502002.863,525.448,2,32,34,265,56.65,8.45,3.08,0.174,0.01,6.95,0.006,0.09,0.05,0.02,3.091,100.12,6.03,0.76,0
RC17BS4B0583,529618.793,7502002.857,523.448,2,34,36,265,59.67,5.84,2.68,0.131,0.005,5.56,0.005,0.09,0.04,0.01,2.848,99.9,4.77,0.65,0
RC17BS4B0584,529509.329,7501509.11,520.685,2,28,30,435,51.94,10.79,5.29,0.211,0.04,8.7,0.008,0.13,0.11,0.07,2.919,99.99,7.05,1.47,0
RC17BS4B0584,529509.296,7501509.1,518.685,2,30,32,435,54.91,7.04,4.92,0.179,0.03,8.69,0.005,0.09,0.1,0.04,2.93,99.91,7.16,1.34,0
RC17BS4B0585,519154.322,7499495.617,469.388,2,0,2,412,57.85,5.14,3.21,0.229,0.07,7.98,0.01,0.08,0.08,0.04,-99,99.93,6.85,0.97,0
RC17BS4B0585,519154.184,7499496.283,467.507,2,2,4,412,59.58,3.75,2.41,0.211,0.05,7.67,0.012,0.04,0.06,0.03,3.225,99.78,6.69,0.82,0
RC17BS4B0585,519154.046,7499496.95,465.626,2,4,6,412,55.48,5.94,4.79,0.285,0.06,8.93,0.013,0.11,0.11,0.05,2.754,100.1,7.36,1.37,0
RC17BS4B0594,519093.123,7499517.775,461.023,2,10,12,435,53.08,10.74,5.39,0.157,0.03,7.04,0.006,0.22,0.07,0.04,2.468,99.87,5.12,1.68,0
RC17BS4B0594,519093.222,7499517.082,459.149,2,12,14,435,64.37,2.86,1.11,0.115,0.02,3.42,0.003,0.03,0.03,0.01,2.904,99.81,2.76,0.41,0
RC17BS4B0594,519093.32,7499516.389,457.276,2,14,16,435,56.55,7.36,4.72,0.137,0.03,6.25,0.005,0.15,0.08,0.08,2.487,99.93,4.54,1.48,0
RC17BS4B0594,519093.436,7499515.661,455.417,2,16,18,435,57.27,6.84,4.18,0.175,0.05,6.36,0.005,0.14,0.11,0.11,2.581,100.19,4.96,1.21,0
RC17BS4B0594,519093.551,7499514.932,453.558,2,18,20,435,63.26,3.31,1.93,0.157,0.03,3.95,0.002,0.05,0.05,0.04,2.936,100.24,3.22,0.6,0
RC17BS4B0595,528472.661,7502175.684,555.446,2,0,2,265,57.4,8.97,2.8,0.082,0.01,5.49,0.03,0.14,0.05,0.08,-99,99.95,4.44,0.79,0
RC17BS4B0595,528472.661,7502175.684,553.446,2,2,4,265,58.22,5.66,3.28,0.084,0.01,6.17,0.031,0.17,0.1,0.98,-99,99.96,4.58,1.35,0
RC17BS4B0595,528472.661,7502175.684,551.446,2,4,6,265,55.09,11.12,3.63,0.085,0.01,5.53,0.042,0.11,0.07,0.07,-99,99.72,4.35,0.86,0
RC17BS4B0595,528472.661,7502175.684,549.446,2,6,8,265,58.31,8.77,2.29,0.09,0.005,4.8,0.022,0.09,0.06,0.04,-99,99.78,3.92,0.65,0
RC17BS4B0595,528472.661,7502175.684,547.446,2,8,10,265,58.61,8.34,2.23,0.096,0.01,5.12,0.024,0.08,0.11,0.04,-99,100.12,4.29,0.57,0
RC17BS4B0595,528472.661,7502175.684,545.446,2,10,12,265,61.29,5.59,1.31,0.108,0.01,5.12,0.022,0.06,0.05,0.03,-99,100.18,4.47,0.37,0
RC17BS4B0595,528472.661,7502175.684,543.446,2,12,14,265,58.2,6.48,3.05,0.12,0.01,6.54,0.029,0.09,0.05,0.03,-99,99.9,5.55,0.73,0
RC17BS4B0595,528472.661,7502175.684,541.446,2,14,16,265,53.14,8.34,5.33,0.088,0.01,9.61,0.045,0.35,0.05,0.04,-99,100.13,8.03,1.27,0
RC17BS4B0595,528472.661,7502175.684,539.446,2,16,18,265,53.18,8.87,5.21,0.087,0.01,9.23,0.037,0.26,0.04,0.02,-99,100.06,7.71,1.23,0
RC17BS4B0595,528472.661,7502175.684,537.446,2,18,20,265,55.86,7.89,3.51,0.072,0.005,7.79,0.024,0.22,0.05,0.07,-99,99.7,6.68,0.88,0
RC17VIV0001,511800.755,7497690.733,637.332,2,0,2,435,59.57,7.56,1.07,0.055,0.12,4.01,0.018,0.02,0.37,1.32,-99,99.96,2.52,1.2,0
RC17VIV0001,511800.727,7497690.708,635.333,2,2,4,435,61.32,7.48,0.89,0.066,0.02,3.16,0.032,0.005,0.14,0.28,2.806,100.04,2.54,0.46,0
RC17VIV0001,511800.699,7497690.682,633.333,2,4,6,435,55.1,14.16,1,0.078,0.12,3.85,0.07,0.02,0.15,1.2,2.816,99.97,2.54,1.13,0
RC17VIV0002,511877.734,7497738.499,634.588,2,0,2,435,57.61,6.06,2.7,0.123,0.01,8.14,0.063,0.15,0.02,0.02,-99,100,7.3,0.55,0
RC17VIV0002,511877.737,7497738.512,632.588,2,2,4,435,54.45,8.91,3.26,0.117,0.01,9.22,0.085,0.16,0.01,0.03,2.528,99.99,8.18,0.7,0
RC17VIV0002,511877.741,7497738.524,630.588,2,4,6,435,57.32,6.77,2.75,0.11,0.02,7.79,0.06,0.14,0.03,0.03,2.756,99.99,6.9,0.6,0
RC17VIV0002,511877.747,7497738.53,628.588,2,6,8,435,57.46,7.66,3.08,0.104,0.02,6.39,0.048,0.18,0.03,0.04,2.892,100.01,5.46,0.67,0
RC17VIV0002,511877.753,7497738.535,626.588,2,8,10,435,59.6,4.66,2.92,0.093,0.02,6.35,0.041,0.29,0.05,0.05,2.545,99.97,5.52,0.55,0
RC17VIV0002,511877.759,7497738.54,624.588,2,10,12,435,56.68,5.74,4.13,0.105,0.02,8.2,0.047,0.24,0.06,0.04,2.791,99.96,7.02,0.86,0
RC17VIV0002,511877.765,7497738.546,622.588,2,12,14,435,60.33,4.18,2.71,0.091,0.03,6.14,0.037,0.19,0.04,0.03,2.8,99.98,5.33,0.58,0
RC17VIV0002,511877.77,7497738.551,620.588,2,14,16,435,58.88,6.2,3.4,0.076,0.02,5.68,0.032,0.17,0.05,0.03,2.811,100.1,4.7,0.78,0
RC17VIV0002,511877.782,7497738.567,618.588,2,16,18,435,57.66,6.87,3.98,0.077,0.04,6.07,0.031,0.06,0.05,0.03,3.028,99.9,4.74,1.13,0
RC17VIV0002,511877.794,7497738.583,616.588,2,18,20,435,62.06,3.26,1.69,0.076,0.02,5.9,0.034,0.02,0.02,0.01,2.781,99.98,5.2,0.54,0
RC17VIV0002,511877.806,7497738.599,614.588,2,20,22,435,61.56,3.6,2.13,0.082,0.03,5.8,0.062,0.03,0.02,0.01,3.086,100.04,4.98,0.58,0
RC17VIV0002,511877.818,7497738.615,612.589,2,22,24,435,51.33,10.5,7.29,0.076,0.05,7.97,0.106,0.23,0.03,0.01,2.708,100,5.6,1.93,0
RC17VIV0002,511877.83,7497738.631,610.589,2,24,26,435,58.38,4.35,3.34,0.094,0.04,8.02,0.112,0.11,0.02,0.005,2.887,99.92,6.79,0.82,0
RC17VIV0002,511877.831,7497738.632,608.589,2,26,28,435,58.73,3.96,3.49,0.082,0.03,7.84,0.123,0.12,0.02,0.005,2.748,100,6.64,0.77,0
RC17VIV0003,511954.356,7497809.66,593.347,2,28,30,402,56.19,9.11,3.46,0.184,0.01,6.43,0.017,0.07,0.04,0.03,2.859,100,5.36,0.92,0
RC17VIV0003,511954.356,7497809.659,591.347,2,30,32,402,60.73,4.44,1.94,0.159,0.01,6.29,0.013,0.03,0.05,0.03,2.964,100.06,5.61,0.56,0
RC17VIV0003,511954.357,7497809.658,589.347,2,32,34,402,56.95,6.47,4.14,0.189,0.03,7.4,0.02,0.17,0.05,0.03,2.804,100.26,6.04,1.19,0
RC17VIV0003,511954.358,7497809.657,587.347,2,34,36,402,55.42,7.91,2.87,0.213,0.07,9.24,0.027,0.1,0.08,0.04,2.829,100.17,8.34,0.73,0
RC17VIV0003,511954.369,7497809.646,585.347,2,36,38,402,52.89,19.21,0.89,0.124,0.02,3.93,0.008,0.02,0.04,0.01,2.812,100.1,3.59,0.26,0
RC17VIV0004,511961.962,7497581.104,631.67,2,0,2,435,61.31,3.62,2.52,0.081,0.02,5.73,0.02,0.07,0.04,0.01,-99,99.97,5.11,0.44,0
RC17VIV0004,511961.978,7497581.138,629.671,2,2,4,435,59.86,3.92,2.99,0.117,0.02,6.9,0.028,0.15,0.07,0.03,2.616,100.12,6.1,0.56,0
RC17VIV0004,511961.994,7497581.172,627.671,2,4,6,435,60.51,5.12,1.88,0.097,0.01,5.89,0.032,0.08,0.04,0.01,2.869,99.91,5.3,0.43,0
RC17VIV0004,511961.996,7497581.179,625.671,2,6,8,435,55.31,11.13,2.52,0.083,0.02,6.73,0.04,0.12,0.05,0.01,2.881,100.05,5.92,0.57,0
RC17VIV0004,511961.998,7497581.184,623.671,2,8,10,435,56.97,12.36,1.46,0.079,0.02,4.15,0.027,0.08,0.04,0.01,2.892,99.91,3.49,0.43,0
RC17VIV0004,511962,7497581.19,621.671,2,10,12,435,58.37,10.15,1.53,0.067,0.01,4.41,0.029,0.05,0.05,0.01,2.989,99.97,3.78,0.41,0
RC17VIV0004,511962.002,7497581.196,619.671,2,12,14,435,58.17,10.19,1.77,0.063,0.01,4.43,0.023,0.05,0.04,0.01,2.958,99.96,3.76,0.48,0
RC17VIV0004,511962.003,7497581.201,617.671,2,14,16,435,59.24,7.58,2.03,0.073,0.01,5.26,0.03,0.07,0.04,0.01,2.962,99.99,4.48,0.52,0
RC17VIV0004,511962.002,7497581.243,615.671,2,16,18,435,59.72,7.56,2.18,0.072,0.01,4.58,0.031,0.06,0.03,0.01,3.022,100.11,3.78,0.54,0
RC17VIV0004,511962.001,7497581.285,613.672,2,18,20,435,61.04,6.44,1.48,0.068,0.01,4.37,0.031,0.02,0.03,0.01,2.997,99.93,3.78,0.4,0
RC17VIV0004,511962,7497581.327,611.672,2,20,22,435,61.44,4.51,1.96,0.095,0.01,5.25,0.033,0.02,0.03,0.02,2.768,99.99,4.55,0.51,0
RC17VIV0004,511961.998,7497581.369,609.673,2,22,24,435,54.2,11.31,4.54,0.066,0.01,6.11,0.033,0.1,0.05,0.02,2.463,99.96,4.73,1.16,0
RC17VIV0004,511961.997,7497581.411,607.673,2,24,26,435,56.67,10.74,2.3,0.076,0.01,5.49,0.019,0.07,0.05,0.02,2.612,99.99,4.67,0.66,0
RC17VIV0004,511961.998,7497581.451,605.674,2,26,28,435,53.71,11.1,3.5,0.1,0.02,7.98,0.025,0.1,0.04,0.02,2.512,99.9,6.82,0.95,0
RC17VIV0005,512045.252,7497626.76,624.628,2,0,2,435,56.95,6.51,3.43,0.097,0.005,8.09,0.036,0.14,0.05,0.02,-99,100.08,6.97,0.78,0
RC17VIV0005,512045.266,7497626.74,622.628,2,2,4,435,58.96,5.69,2.64,0.074,0.01,6.96,0.029,0.08,0.03,0.02,3.123,100.04,5.92,0.7,0
RC17VIV0005,512045.281,7497626.72,620.628,2,4,6,435,60.51,4.21,2.39,0.088,0.01,6.3,0.028,0.07,0.04,0.03,3.271,99.92,5.4,0.58,0
RC17VIV0005,512045.25,7497626.719,618.629,2,6,8,435,62.53,2.66,1.66,0.083,0.01,5.92,0.02,0.04,0.04,0.02,3.231,100.06,5.14,0.49,0
RC17VIV0005,512045.217,7497626.719,616.629,2,8,10,435,60.36,2.75,2.4,0.103,0.03,7.96,0.034,0.04,0.06,0.03,2.942,99.95,7.08,0.56,0
RC17VIV0005,512045.185,7497626.719,614.629,2,10,12,435,57.66,5.15,3.86,0.078,0.02,8.01,0.048,0.12,0.06,0.03,2.676,100.05,6.86,0.78,0
RC17VIV0005,512045.153,7497626.718,612.629,2,12,14,435,57.24,5.08,3.41,0.071,0.02,9.11,0.045,0.12,0.05,0.02,2.642,99.99,7.9,0.88,0
RC17VIV0005,512045.121,7497626.718,610.63,2,14,16,435,56.1,4.96,3.61,0.062,0.005,10.73,0.062,0.12,0.03,0.03,2.55,100.04,9.58,0.82,0
RC17VIV0005,512045.12,7497626.731,608.63,2,16,18,435,55.83,8.42,2.64,0.075,0.02,8.72,0.037,0.08,0.04,0.02,2.469,100.09,7.73,0.67,0
RC17VIV0006,511745.688,7497902.581,592.015,2,32,34,402,64.46,1.43,0.81,0.09,0.02,5.27,0.014,0.005,0.02,0.005,2.821,100,4.83,0.29,0
RC17VIV0006,511745.684,7497902.578,590.015,2,34,36,402,65.1,1.56,0.65,0.076,0.02,4.42,0.01,0.005,0.02,0.01,2.659,100,4.04,0.26,0
RC17VIV0006,511745.672,7497902.551,588.015,2,36,38,402,64.92,1.51,0.7,0.091,0.02,4.66,0.012,0.005,0.03,0.005,2.933,100.03,4.26,0.27,0
RC17VIV0006,511745.661,7497902.524,586.015,2,38,40,402,60.79,6.96,0.54,0.105,0.02,5.23,0.011,0.005,0.02,0.01,2.913,100,4.84,0.28,0
RC17VIV0018,513493.144,7499579.762,560.098,2,6,8,265,56.5,5.26,2.37,0.121,0.01,10.5,0.101,0.57,0.005,0.03,2.719,100.11,9.45,0.66,0
RC17VIV0018,513493.176,7499579.779,558.098,2,8,10,265,52.75,10.43,1.98,0.117,0.01,11.11,0.095,0.6,0.005,0.04,2.535,100.19,10.11,0.63,0
VW13BS4B0001,521002.06,7501093.25,568.413,2,0,2,265,62.1,3.54,1.2,0.14,0.01,5.76,0.022,0.11,0.02,0.05,-99,99.9,5.25,0.34,0
VW13BS4B0001,521001.93,7501092.61,566.522,2,2,4,265,59.47,5.19,3.03,0.128,0.02,5.87,0.037,0.29,0.05,0.06,2.458,100.02,5.01,0.63,0
VW13BS4B0001,521001.799,7501091.97,564.632,2,4,6,265,61.8,2.49,1.85,0.15,0.02,6.36,0.03,0.18,0.05,0.04,3.369,99.84,5.75,0.41,0
VW13BS4B0001,521001.663,7501091.331,562.742,2,6,8,265,63.09,2.11,1.37,0.129,0.005,6,0.019,0.03,0.04,0.02,3.162,100.19,5.49,0.37,0
VW13BS4B0001,521001.526,7501090.691,560.852,2,8,10,265,62.51,3.54,1.42,0.114,0.01,5.12,0.024,0.15,0.05,0.03,3.005,100.1,4.57,0.36,0
VW13BS4B0001,521001.389,7501090.052,558.962,2,10,12,265,61.14,3.13,2.53,0.125,0.02,6.12,0.042,0.32,0.05,0.03,3.127,100.08,5.28,0.58,0
VW13BS4B0001,521001.252,7501089.413,557.072,2,12,14,265,59.1,3.75,3,0.105,0.01,7.91,0.038,0.21,0.03,0.02,2.693,99.85,6.93,0.72,0
VW13BS4B0001,521001.115,7501088.774,555.181,2,14,16,265,58.76,4.74,2.98,0.099,0.005,7.79,0.072,0.16,0.03,0.005,2.684,100.2,6.76,0.71,0
VW13BS4B0001,521000.983,7501088.127,553.293,2,16,18,265,57.72,2.59,1.79,0.086,0.005,12.33,0.146,0.24,0.03,0.005,2.625,100.13,11.13,0.7,0
VW13BS4B0001,521000.852,7501087.481,551.405,2,18,20,265,57.82,2.32,1.82,0.086,0.005,12.58,0.137,0.22,0.02,0.005,2.746,100.24,11.41,0.66,0
VW13BS4B0001,521000.72,7501086.834,549.517,2,20,22,265,56.76,2.56,3.07,0.068,0.005,12.38,0.141,0.25,0.04,0.005,2.502,100.04,11.13,0.72,0
VW13BS4B0001,521000.589,7501086.188,547.629,2,22,24,265,50.9,7.95,6.81,0.092,0.005,11.57,0.122,0.32,0.04,0.005,-99,100.12,9.45,1.6,0
VW13BS4B0003,518873.417,7499613.33,498.029,2,22,24,402,60,3.21,2.46,0.091,0.02,7.78,0.006,0.17,0.1,0.09,3.433,99.92,6.86,0.76,0
VW13BS4B0003,518873.443,7499612.651,496.148,2,24,26,402,61.6,3.49,2.3,0.077,0.01,5.51,0.008,0.09,0.12,0.13,3.072,99.99,4.64,0.67,0
VW13BS4B0003,518873.47,7499611.999,494.257,2,26,28,402,62.46,3.57,1.25,0.087,0.03,5.15,0.004,0.03,0.08,0.07,3.161,99.75,4.55,0.45,0
VW13BS4B0003,518873.497,7499611.348,492.367,2,28,30,402,57.4,10.32,1.47,0.143,0.03,5.5,0.002,0.04,0.05,0.06,3.053,99.94,4.85,0.51,0
VW13BS4B0003,518873.525,7499610.696,490.476,2,30,32,402,60.61,4.62,1.93,0.182,0.04,5.89,0.007,0.05,0.1,0.12,2.872,99.91,5.11,0.59,0
VW13BS4B0003,518873.552,7499610.044,488.585,2,32,34,402,55.02,6.6,5.02,0.208,0.06,8.66,0.005,0.1,0.11,0.14,2.712,99.96,6.97,1.44,0
VW13BS4B0003,518873.579,7499609.393,486.695,2,34,36,402,60.03,3.63,2.07,0.184,0.07,7.49,0.005,0.05,0.09,0.11,2.623,99.88,6.64,0.67,0
VW13BS4B0003,518873.602,7499608.769,484.795,2,36,38,402,60.33,3.53,2.4,0.136,0.04,7.08,0.004,0.04,0.08,0.1,2.798,99.92,6.09,0.8,0
VW13BS4B0003,518873.625,7499608.144,482.895,2,38,40,402,62.43,2.37,0.97,0.115,0.03,6.8,0.004,0.02,0.07,0.15,2.768,100.01,6.16,0.48,0
VW13BS4B0003,518873.648,7499607.52,480.995,2,40,42,402,60.76,8.18,0.54,0.081,0.02,3.66,0.003,0.005,0.09,0.12,2.738,99.75,3.22,0.32,0
DD05BS4B022,521790.759,7501212.526,602.518,2,0,2,265,55.23,5.09,3.45,0.096,0.02,11.87,0.06,0.32,0.06,0.08,-99,100.27,-99,-99,0
DD05BS4B022,521790.497,7501213.158,600.639,2,2,4,265,53.46,10.79,2.46,0.085,0.02,9.26,0.09,0.27,0.04,0.08,-99,99.83,-99,-99,0
DD05BS4B022,521790.235,7501213.791,598.76,2,4,6,265,55.92,8.3,1.79,0.107,0.02,8.91,0.118,0.26,0.04,0.08,-99,99.92,-99,-99,0
DD05BS4B022,521789.958,7501214.408,596.878,2,6,8,265,62.18,3.83,1,0.097,0.02,5.66,0.047,0.08,0.08,0.07,-99,100.01,-99,-99,0
DD05BS4B022,521789.679,7501215.024,594.996,2,8,10,265,54.48,10.59,3.18,0.088,0.01,6.78,0.082,0.28,0.1,0.11,-99,99.42,-99,-99,0
DD05BS4B022,521789.4,7501215.639,593.113,2,10,12,265,59.06,6.47,1.62,0.084,0.02,6.93,0.069,0.14,0.06,0.07,-99,100.15,-99,-99,0
DD05BS4B022,521789.121,7501216.255,591.231,2,12,14,265,59.75,5.9,1.33,0.08,0.02,6.38,0.056,0.14,0.06,0.07,-99,99.67,-99,-99,0
DD05BS4B022,521788.841,7501216.87,589.348,2,14,16,265,61.08,5,1.2,0.077,0.02,5.84,0.043,0.07,0.08,0.06,-99,99.94,-99,-99,0
DD05BS4B022,521788.578,7501217.468,587.458,2,16,18,265,59.38,4.86,1.46,0.079,0.01,7.71,0.059,0.08,0.08,0.07,-99,99.53,-99,-99,0
DD05BS4B022,521788.314,7501218.065,585.568,2,18,20,265,59.07,4.69,2.23,0.092,0.03,8.21,0.055,0.19,0.08,0.05,-99,100.32,-99,-99,0
DD05BS4B022,521788.051,7501218.663,583.677,2,20,22,265,60.44,4.31,1.78,0.141,0.01,6.92,0.05,0.09,0.06,0.03,-99,100.09,-99,-99,0
DD05BS4B022,521787.787,7501219.26,581.787,2,22,24,265,61.11,2.92,1.71,0.093,0.01,7.1,0.107,0.11,0.06,0.02,-99,99.83,-99,-99,0
DD05BS4B022,521787.524,7501219.858,579.897,2,24,26,265,60.32,5.33,1.46,0.098,0.01,6.62,0.101,0.08,0.06,0.02,-99,100.32,-99,-99,0
DD05BS4B022,521787.276,7501220.444,578.001,2,26,28,265,58.62,5.05,2.16,0.087,0.01,8.23,0.195,0.21,0.08,0.02,-99,100.31,-99,-99,0
DD05BS4B022,521787.028,7501221.031,576.105,2,28,30,265,62.12,6.47,0.85,0.047,0.02,3.18,0.059,0.1,0.06,0.02,-99,99.8,-99,-99,0
DD05BS4B023,522519.625,7500538.64,578.634,2,0,2,435,59.07,3.45,3.14,0.102,0.03,8.48,0.045,0.36,0.06,0.02,-99,100.41,-99,-99,0
DD05BS4B023,522519.775,7500538.159,576.699,2,2,4,435,58.91,4.24,3.32,0.116,0.04,7.02,0.028,0.32,0.06,0.02,-99,99.64,-99,-99,0
DD05BS4B023,522519.924,7500537.678,574.763,2,4,6,435,59.5,4.62,2.51,0.088,0.03,6.84,0.042,0.28,0.04,0.02,-99,99.75,-99,-99,0
DD05BS4B023,522520.091,7500537.204,572.827,2,6,8,435,59.07,6.05,1.63,0.094,0.04,7.17,0.042,0.15,0.06,0.02,-99,99.93,-99,-99,0
DD05BS4B023,522520.261,7500536.73,570.892,2,8,10,435,56.21,5.5,2.89,0.093,0.05,10.23,0.044,0.2,0.08,0.03,-99,99.71,-99,-99,0
DD05BS4B023,522520.43,7500536.256,568.956,2,10,12,435,52.1,11.28,3.97,0.102,0.04,8.88,0.033,0.39,0.12,0.04,-99,99.6,-99,-99,0
DD05BS4B023,522520.6,7500535.783,567.02,2,12,14,435,51.36,11.5,4.01,0.109,0.03,9.78,0.035,0.39,0.14,0.04,-99,99.75,-99,-99,0
DD05BS4B023,522520.769,7500535.309,565.085,2,14,16,435,55.51,8.92,2.57,0.079,0.02,7.96,0.035,0.18,0.12,0.04,-99,99.52,-99,-99,0
DD05BS4B023,522520.942,7500534.837,563.149,2,16,18,435,46.22,12.97,9.07,0.135,0.03,10.58,0.041,0.28,0.16,0.03,-99,99.74,-99,-99,0
DD05BS4B023,522521.115,7500534.365,561.213,2,18,20,435,47.03,11.45,9.15,0.142,0.03,10.55,0.033,0.26,0.12,0.03,-99,99.28,-99,-99,0
DD05BS4B023,522521.287,7500533.893,559.277,2,20,22,412,56.9,5.38,4.11,0.144,0.04,8.89,0.028,0.16,0.12,0.03,-99,100.56,-99,-99,0
DD05BS4B023,522521.46,7500533.421,557.341,2,22,24,412,63.12,2.89,1.79,0.082,0.02,4.9,0.02,0.07,0.08,0.02,-99,100.31,-99,-99,0
DD05BS4B023,522521.633,7500532.95,555.405,2,24,26,412,62.24,2.27,1.52,0.101,0.04,6.48,0.022,0.03,0.12,0.02,-99,99.81,-99,-99,0
DD05BS4B023,522521.799,7500532.498,553.464,2,26,28,412,54.86,5.37,7.39,0.11,0.03,8.17,0.045,0.21,0.16,0.02,-99,100.25,-99,-99,0
DD05BS4B023,522521.965,7500532.047,551.523,2,28,30,412,52.99,4.12,8.14,0.169,0.04,10.69,0.048,0.25,0.2,0.02,-99,99.8,-99,-99,0
DD05BS4B023,522522.131,7500531.596,549.581,2,30,32,412,56.83,2.91,4.4,0.259,0.06,10.25,0.032,0.11,0.22,0.02,-99,99.94,-99,-99,0
DD05BS4B024,523511.981,7500718.343,584.644,2,0,2,435,57.88,5.08,2.54,0.121,0.04,8.4,0.05,0.32,0.06,0.07,-99,99.71,-99,-99,0
DD05BS4B024,523512.162,7500717.89,582.705,2,2,4,435,56.02,7.37,2.13,0.114,0.03,8.8,0.076,0.35,0.04,0.08,-99,99.39,-99,-99,0
DD05BS4B024,523512.344,7500717.436,580.765,2,4,6,435,59.34,6.08,1.14,0.088,0.03,7.36,0.041,0.14,0.06,0.06,-99,100.05,-99,-99,0
DD05BS4B024,523512.53,7500716.976,578.828,2,6,8,435,56.16,7.13,1.62,0.105,0.03,9.94,0.051,0.24,0.04,0.04,-99,99.74,-99,-99,0
DD05BS4B024,523512.717,7500716.515,576.891,2,8,10,435,56.07,6.29,1.89,0.085,0.01,10.63,0.052,0.24,0.06,0.03,-99,99.67,-99,-99,0
DD05BS4B024,523512.904,7500716.054,574.954,2,10,12,435,58.02,4.37,1.92,0.112,0.01,10.05,0.061,0.28,0.04,0.03,-99,100.08,-99,-99,0
DD05BS4B024,523513.092,7500715.593,573.017,2,12,14,435,57.97,2.24,2.55,0.123,0.01,11.22,0.152,0.2,0.04,0.02,-99,99.84,-99,-99,0
DD05BS4B024,523513.279,7500715.132,571.079,2,14,16,402,62.08,1.64,1.36,0.094,0.01,7.54,0.094,0.08,0.04,0.02,-99,99.92,-99,-99,0
DD05BS4B024,523513.454,7500714.673,569.141,2,16,18,402,60.03,1.1,2.22,0.115,0.01,9.69,0.163,0.15,0.04,0.02,-99,99.74,-99,-99,0
DD05BS4B024,523513.629,7500714.214,567.202,2,18,20,402,59.08,1.26,2.13,0.11,0.01,10.9,0.226,0.17,0.04,0.02,-99,99.83,-99,-99,0
DD05BS4B024,523513.805,7500713.755,565.264,2,20,22,412,56.62,3.13,3.53,0.094,0.01,11.41,0.285,0.16,0.04,0.02,-99,100.22,-99,-99,0
DD05BS4B024,523513.98,7500713.295,563.325,2,22,24,412,56.73,3.1,3.54,0.098,0.01,11.34,0.285,0.18,0.04,0.02,-99,100.31,-99,-99,0
DD05BS4B024,523514.156,7500712.836,561.386,2,24,26,412,57.45,2.42,3.3,0.106,0.02,10.97,0.23,0.13,0.04,0.02,-99,99.92,-99,-99,0
DD05BS4B024,523514.823,7500711.051,553.617,2,32,34,412,53.18,7.21,7.06,0.113,0.02,8.27,0.108,0.21,0.08,0.02,-99,99.46,-99,-99,0
DD05BS4B024,523514.99,7500710.605,551.674,2,34,36,412,56.73,5.57,5.03,0.184,0.02,7.35,0.069,0.18,0.06,0.02,-99,99.97,-99,-99,0
DD05BS4B024,523515.16,7500710.16,549.732,2,36,38,412,57.91,4.51,4.21,0.204,0.03,6.81,0.081,0.1,0.06,0.02,-99,99.26,-99,-99,0
DD05BS4B024,523515.329,7500709.715,547.789,2,38,40,412,53.71,5.87,5.65,0.228,0.03,9.96,0.112,0.15,0.04,0.02,-99,99.35,-99,-99,0
